gene_id,ensembl_description
Mycgr3G69513,Putative uncharacterized protein
Mycgr3G69516,Putative uncharacterized protein
Mycgr3G69521,Putative uncharacterized protein
Mycgr3G69522,Putative uncharacterized protein
Mycgr3G69529,Putative uncharacterized protein
Mycgr3G69535,"MgPP2C2, protein phosphatase 2C protein 2"
Mycgr3G69542,Putative uncharacterized protein
Mycgr3G69545,Putative uncharacterized protein
Mycgr3G69561,Structural maintenance of chromosome protein 3
Mycgr3G69570,Putative uncharacterized protein
Mycgr3G69582,Putative uncharacterized protein
Mycgr3G69588,Putative uncharacterized protein
Mycgr3G69592,Putative uncharacterized protein
Mycgr3G69603,Putative uncharacterized protein
Mycgr3G69615,Putative uncharacterized protein
Mycgr3G69638,Putative uncharacterized protein
Mycgr3G69648,Putative uncharacterized protein
Mycgr3G69651,Putative uncharacterized protein
Mycgr3G69654,Putative uncharacterized protein
Mycgr3G69657,Putative SMF1 divalent metal transporter
Mycgr3G69661,Putative uncharacterized protein
Mycgr3G69673,Putative uncharacterized protein
Mycgr3G69677,Putative uncharacterized protein
Mycgr3G69679,"Beta ketoadipate:succinyl-CoA transferase, TR2"
Mycgr3G69686,Putative uncharacterized protein
Mycgr3G69689,Putative uncharacterized protein
Mycgr3G69693,Putative uncharacterized protein
Mycgr3G69696,Putative uncharacterized protein
Mycgr3G69702,Putative uncharacterized protein
Mycgr3G69710,Putative uncharacterized protein
Mycgr3G69716,Putative uncharacterized protein
Mycgr3G69737,Putative uncharacterized protein
Mycgr3G69748,Putative uncharacterized protein
Mycgr3G69755,Putative uncharacterized protein
Mycgr3G69761,Putative uncharacterized protein
Mycgr3G69768,Putative uncharacterized protein
Mycgr3G69770,Putative uncharacterized protein
Mycgr3G69782,Putative uncharacterized protein
Mycgr3G69784,Putative uncharacterized protein
Mycgr3G69789,Putative uncharacterized protein
Mycgr3G69797,Lipolytic enzyme
Mycgr3G69821,Putative uncharacterized protein
Mycgr3G69836,Putative uncharacterized protein
Mycgr3G69847,Putative uncharacterized protein
Mycgr3G69850,Putative uncharacterized protein
Mycgr3G69852,Putative uncharacterized protein
Mycgr3G69859,DNA polymerase beta-like protein
Mycgr3G69862,Putative uncharacterized protein
Mycgr3G69865,Putative uncharacterized protein
Mycgr3G69875,Putative uncharacterized protein
Mycgr3G69881,Putative uncharacterized protein
Mycgr3G69890,Putative uncharacterized protein
Mycgr3G69894,Putative uncharacterized protein
Mycgr3G69901,Putative uncharacterized protein
Mycgr3G69907,Putative alpha-amylase
Mycgr3G69914,Putative uncharacterized protein
Mycgr3G69921,Putative uncharacterized protein
Mycgr3G69926,Putative uncharacterized protein
Mycgr3G69939,Putative uncharacterized protein
Mycgr3G69942,Putative uncharacterized protein
Mycgr3G69951,ADP-ribosylation factor GTPase activator
Mycgr3G69954,Putative uncharacterized protein
Mycgr3G69961,Putative uncharacterized protein
Mycgr3G69965,Putative uncharacterized protein
Mycgr3G69971,Putative uncharacterized protein
Mycgr3G69973,Putative P450 monooxygenase
Mycgr3G69980,Putative uncharacterized protein
Mycgr3G69983,Putative uncharacterized protein
Mycgr3G69990,Putative uncharacterized protein
Mycgr3G69992,Putative uncharacterized protein
Mycgr3G70000,Putative uncharacterized protein
Mycgr3G70002,Putative uncharacterized protein
Mycgr3G70015,Putative uncharacterized protein
Mycgr3G70017,Putative ABC transporter
Mycgr3G70022,Putative uncharacterized protein
Mycgr3G70026,Putative uncharacterized protein
Mycgr3G70030,Putative uncharacterized protein
Mycgr3G70031,Putative major facilitator superfamily transporter
Mycgr3G70038,"Beta ketoadipyl CoA thiolase, TH2"
Mycgr3G70045,Putative uncharacterized protein
Mycgr3G70050,Putative uncharacterized protein
Mycgr3G70055,Putative H+/Ca2+ transporter
Mycgr3G70061,Putative uncharacterized protein
Mycgr3G70063,Putative uncharacterized protein
Mycgr3G70066,Putative uncharacterized protein
Mycgr3G70069,Putative P450 monooxygenase
Mycgr3G70073,Putative uncharacterized protein
Mycgr3G70079,Serine carboxypeptidase
Mycgr3G70082,Putative uncharacterized protein
Mycgr3G70086,Putative uncharacterized protein
Mycgr3G70094,Putative uncharacterized protein
Mycgr3G70110,Putative uncharacterized protein
Mycgr3G70113,"ERG6, Delta(24)-sterol C-methyltransferase"
Mycgr3G70127,Putative uncharacterized protein
Mycgr3G70129,Putative uncharacterized protein
Mycgr3G70132,Putative uncharacterized protein
Mycgr3G70157,Putative uncharacterized protein
Mycgr3G70159,Putative uncharacterized protein
Mycgr3G70164,Putative uncharacterized protein
Mycgr3G70165,Putative uncharacterized protein
Mycgr3G70166,Putative uncharacterized protein
Mycgr3G70171,Putative uncharacterized protein
Mycgr3G70181,Two-component response regulator SSK1p
Mycgr3G70186,Putative uncharacterized protein
Mycgr3G70190,Putative uncharacterized protein
Mycgr3G70194,Putative uncharacterized protein
Mycgr3G70199,Acc1 acetyl-CoA carboxylase
Mycgr3G70203,Putative uncharacterized protein
Mycgr3G70208,Putative uncharacterized protein
Mycgr3G70210,Putative uncharacterized protein
Mycgr3G70215,"Pyruvate dehydrogenase E1, alpha subunit"
Mycgr3G70216,Putative uncharacterized protein
Mycgr3G70219,Histone acetyltransferase type B catalytic subunit
Mycgr3G70233,Putative uncharacterized protein
Mycgr3G70243,"Endo-1,3-beta-glucanase"
Mycgr3G70246,Putative uncharacterized protein
Mycgr3G70252,Putative uncharacterized protein
Mycgr3G70260,Putative uncharacterized protein
Mycgr3G70263,Putative uncharacterized protein
Mycgr3G70266,Putative uncharacterized protein
Mycgr3G70268,Putative uncharacterized protein
Mycgr3G70271,Putative uncharacterized protein
Mycgr3G70283,Putative P450 monooxygenase
Mycgr3G70288,Putative uncharacterized protein
Mycgr3G70294,Putative uncharacterized protein
Mycgr3G70297,Putative uncharacterized protein
Mycgr3G70308,Putative uncharacterized protein
Mycgr3G70309,Putative uncharacterized protein
Mycgr3G70312,Subtilase
Mycgr3G70316,Putative uncharacterized protein
Mycgr3G70324,Putative uncharacterized protein
Mycgr3G70331,Putative uncharacterized protein
Mycgr3G70334,Putative uncharacterized protein
Mycgr3G70343,Putative P450 monooxygenase
Mycgr3G70356,Putative uncharacterized protein
Mycgr3G70376,Putative uncharacterized protein
Mycgr3G70384,Putative uncharacterized protein
Mycgr3G70391,Putative uncharacterized protein
Mycgr3G70396,Putative alpha-L-Arabinofuranosidase B
Mycgr3G70401,Putative uncharacterized protein
Mycgr3G70402,Putative uncharacterized protein
Mycgr3G70410,Putative uncharacterized protein
Mycgr3G70413,Putative uncharacterized protein
Mycgr3G70420,Putative uncharacterized protein
Mycgr3G70421,Putative uncharacterized protein
Mycgr3G70424,Putative uncharacterized protein
Mycgr3G70427,Putative uncharacterized protein
Mycgr3G70433,Putative uncharacterized protein
Mycgr3G70436,Putative uncharacterized protein
Mycgr3G70442,Putative uncharacterized protein
Mycgr3G70454,Putative uncharacterized protein
Mycgr3G70456,Putative uncharacterized protein
Mycgr3G70464,Putative uncharacterized protein
Mycgr3G70471,Putative uncharacterized protein
Mycgr3G70475,Putative uncharacterized protein
Mycgr3G70478,Putative uncharacterized protein
Mycgr3G70482,Putative uncharacterized protein
Mycgr3G70491,Putative uncharacterized protein
Mycgr3G70496,Putative uncharacterized protein
Mycgr3G70497,Putative uncharacterized protein
Mycgr3G70510,Putative uncharacterized protein
Mycgr3G70513,Putative uncharacterized protein
Mycgr3G70521,Putative uncharacterized protein
Mycgr3G70525,Putative uncharacterized protein
Mycgr3G70532,Putative ABC transporter
Mycgr3G70537,Putative uncharacterized protein
Mycgr3G70541,Putative uncharacterized protein
Mycgr3G70544,Putative uncharacterized protein
Mycgr3G70547,Putative uncharacterized protein
Mycgr3G70550,Putative uncharacterized protein
Mycgr3G70555,Putative uncharacterized protein
Mycgr3G70560,Putative uncharacterized protein
Mycgr3G70572,Putative uncharacterized protein
Mycgr3G70577,Putative siderophore-dependent iron transporter
Mycgr3G70588,Putative uncharacterized protein
Mycgr3G70606,Putative uncharacterized protein
Mycgr3G70608,Putative uncharacterized protein
Mycgr3G70620,Putative uncharacterized protein
Mycgr3G70635,Putative uncharacterized protein
Mycgr3G70643,Putative uncharacterized protein
Mycgr3G70646,Putative uncharacterized protein
Mycgr3G70653,Putative uncharacterized protein
Mycgr3G70658,Putative uncharacterized protein
Mycgr3G70665,Putative uncharacterized protein
Mycgr3G70670,Putative uncharacterized protein
Mycgr3G70672,Chitin biosynthesis protein
Mycgr3G70677,Putative uncharacterized protein
Mycgr3G70685,Putative uncharacterized protein
Mycgr3G70688,Putative uncharacterized protein
Mycgr3G70695,Putative uncharacterized protein
Mycgr3G70699,Putative uncharacterized protein
Mycgr3G70703,Putative uncharacterized protein
Mycgr3G70710,Putative uncharacterized protein
Mycgr3G70713,Putative uncharacterized protein
Mycgr3G70724,Putative uncharacterized protein
Mycgr3G70729,Putative FRE ferric reductase-like transmembrane component
Mycgr3G70735,Putative uncharacterized protein
Mycgr3G70742,Putative uncharacterized protein
Mycgr3G70745,Putative uncharacterized protein
Mycgr3G70756,Putative L-Arabinitol 4-dehydrogenase
Mycgr3G70762,Putative uncharacterized protein
Mycgr3G70772,Putative uncharacterized protein
Mycgr3G70785,Putative P450 monooxygenase
Mycgr3G70812,Putative uncharacterized protein
Mycgr3G70822,Putative P450 monooxygenase
Mycgr3G70825,Putative uncharacterized protein
Mycgr3G70836,Putative uncharacterized protein
Mycgr3G70871,Putative uncharacterized protein
Mycgr3G70873,Putative uncharacterized protein
Mycgr3G70886,Putative uncharacterized protein
Mycgr3G70899,Putative uncharacterized protein
Mycgr3G70912,Putative uncharacterized protein
Mycgr3G70915,Putative uncharacterized protein
Mycgr3G70921,"MgPP2AregA, protein phosphatase 2A regulatory alpha sub-unit"
Mycgr3G70925,Putative uncharacterized protein
Mycgr3G70929,Putative uncharacterized protein
Mycgr3G70938,Cystinosin
Mycgr3G70943,Putative uncharacterized protein
Mycgr3G70944,Putative uncharacterized protein
Mycgr3G70947,Putative uncharacterized protein
Mycgr3G70961,Putative uncharacterized protein
Mycgr3G70969,Putative uncharacterized protein
Mycgr3G70971,Putative uncharacterized protein
Mycgr3G70973,Putative beta-glucosidase
Mycgr3G70976,Putative uncharacterized protein
Mycgr3G70980,Putative uncharacterized protein
Mycgr3G70984,Putative uncharacterized protein
Mycgr3G70987,Putative FRE ferric reductase-like transmembrane component
Mycgr3G70993,Putative uncharacterized protein
Mycgr3G70997,Putative xylitol dehydrogenase
Mycgr3G71002,Putative uncharacterized protein
Mycgr3G71005,Putative uncharacterized protein
Mycgr3G71018,Putative uncharacterized protein
Mycgr3G71033,Putative uncharacterized protein
Mycgr3G71045,Cell division control protein 2 serine/threonine protein kinase
Mycgr3G71048,Putative uncharacterized protein
Mycgr3G71051,"Putative FLP FmtA-like protein, betalactamase"
Mycgr3G71056,Putative uncharacterized protein
Mycgr3G71062,Putative uncharacterized protein
Mycgr3G71065,Putative uncharacterized protein
Mycgr3G71071,Putative uncharacterized protein
Mycgr3G71081,Putative uncharacterized protein
Mycgr3G71099,Chitinase glycoside hydrolase family 18
Mycgr3G71103,Putative uncharacterized protein
Mycgr3G71110,Putative uncharacterized protein
Mycgr3G71113,Putative uncharacterized protein
Mycgr3G71117,MFS putative major facilitator superfamily transporter
Mycgr3G71123,Phosphoribosyl diphosphate synthase isoform 4
Mycgr3G71128,Putative uncharacterized protein MgSte11
Mycgr3G71139,Putative uncharacterized protein
Mycgr3G71140,Putative uncharacterized protein
Mycgr3G71143,Putative uncharacterized protein
Mycgr3G71147,Putative uncharacterized protein
Mycgr3G71165,Putative uncharacterized protein
Mycgr3G71170,Putative uncharacterized protein
Mycgr3G71171,Putative uncharacterized protein
Mycgr3G71174,Putative uncharacterized protein
Mycgr3G71190,Putative uncharacterized protein
Mycgr3G71192,Putative uncharacterized protein
Mycgr3G71198,"Oxalate decarboxylase, secreted"
Mycgr3G71206,Putative uncharacterized protein
Mycgr3G71209,Putative uncharacterized protein
Mycgr3G71215,Putative ABC transporter
Mycgr3G71216,Putative uncharacterized protein
Mycgr3G71222,Ribose-phosphate pyrophosphokinase
Mycgr3G71228,Putative uncharacterized protein
Mycgr3G71233,Putative uncharacterized protein MAM3
Mycgr3G71244,Putative uncharacterized protein
Mycgr3G71246,DNA primase
Mycgr3G71261,Putative uncharacterized protein
Mycgr3G71265,Putative uncharacterized protein
Mycgr3G71278,Putative uncharacterized protein
Mycgr3G71284,"Putative xylan 1,4-beta-Xylosidase"
Mycgr3G71297,Putative uncharacterized protein
Mycgr3G71299,MAP kinase
Mycgr3G71301,Putative uncharacterized protein
Mycgr3G71330,Rho-like GTPase
Mycgr3G71332,Putative uncharacterized protein
Mycgr3G71341,Putative uncharacterized protein
Mycgr3G71344,Putative uncharacterized protein
Mycgr3G71347,Putative uncharacterized protein
Mycgr3G71354,Putative uncharacterized protein
Mycgr3G71358,Putative uncharacterized protein
Mycgr3G71361,Putative uncharacterized protein
Mycgr3G71363,Putative uncharacterized protein
Mycgr3G71372,Putative uncharacterized protein
Mycgr3G71375,Putative uncharacterized protein
Mycgr3G71377,Putative uncharacterized protein
Mycgr3G71382,Glucose-methanol-choline oxidoreductase
Mycgr3G71387,Putative uncharacterized protein
Mycgr3G71401,Glutaminase A L-glutamine amidohydrolase
Mycgr3G71407,Putative galactosyltransferase
Mycgr3G71411,Putative uncharacterized protein
Mycgr3G71416,Putative uncharacterized protein
Mycgr3G71417,MFS putative major facilitator superfamily transporter
Mycgr3G71420,Putative uncharacterized protein
Mycgr3G71423,Putative uncharacterized protein
Mycgr3G71432,Ras small GTPase related protein
Mycgr3G71439,Putative uncharacterized protein
Mycgr3G71444,Putative uncharacterized protein
Mycgr3G71450,Putative uncharacterized protein
Mycgr3G71451,Putative uncharacterized protein
Mycgr3G71455,Putative uncharacterized protein
Mycgr3G71466,ABFa alfa-L-arabinofuranosidase-A-like protein
Mycgr3G71474,Putative uncharacterized protein MgBem1
Mycgr3G71479,Putative uncharacterized protein
Mycgr3G71484,Putative uncharacterized protein
Mycgr3G71493,Putative uncharacterized protein
Mycgr3G71496,Putative uncharacterized protein
Mycgr3G71498,Putative uncharacterized protein
Mycgr3G71504,Histidine kinase HHK6p
Mycgr3G71508,Putative uncharacterized protein
Mycgr3G71522,Putative uncharacterized protein
Mycgr3G71524,Putative uncharacterized protein
Mycgr3G71532,Putative uncharacterized protein
Mycgr3G71535,Putative uncharacterized protein
Mycgr3G71536,Putative uncharacterized protein
Mycgr3G71542,Putative uncharacterized protein
Mycgr3G71559,Putative uncharacterized protein
Mycgr3G71564,Putative uncharacterized protein
Mycgr3G71585,Transcription factor protein
Mycgr3G71618,Putative uncharacterized protein
Mycgr3G71621,Putative uncharacterized protein
Mycgr3G71623,L-galactonate dehydratase
Mycgr3G71649,Putative uncharacterized protein
Mycgr3G71651,Putative uncharacterized protein
Mycgr3G71654,Putative uncharacterized protein
Mycgr3G71656,Putative uncharacterized protein
Mycgr3G71659,Putative uncharacterized protein
Mycgr3G71664,"Glycoside hydrolase, family 5"
Mycgr3G71669,Putative uncharacterized protein
Mycgr3G71676,Putative uncharacterized protein
Mycgr3G71679,Putative uncharacterized protein
